statistics,player.id,player.name,player.firstname,player.lastname,player.age,player.birth.date,player.birth.place,player.birth.country,player.nationality,player.height,player.weight,player.injured,player.photo
"[{'team': {'id': 794, 'name': 'RB Bragantino', 'logo': 'https://media.api-sports.io/football/teams/794.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Goalkeeper', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 6}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}]",9449,Júlio César,Júlio César,de Souza Santos,38,1984-10-27,São Paulo,Brazil,Brazil,186 cm,82 kg,False,https://media.api-sports.io/football/players/9449.png
"[{'team': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 12, 'lineups': 12, 'minutes': 1080, 'number': None, 'position': 'Goalkeeper', 'rating': '7.030000', 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 0}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 11, 'assists': None, 'saves': 35}, 'passes': {'total': 237, 'key': None, 'accuracy': 15}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': 1, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}]",9902,Jailson Marcelino dos Santos,Jailson Marcelino,dos Santos,41,1981-07-20,São José dos Campos,Brazil,Brazil,187 cm,95 kg,False,https://media.api-sports.io/football/players/9902.png
"[{'team': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 5, 'lineups': 4, 'minutes': 365, 'number': None, 'position': 'Defender', 'rating': '6.966666', 'captain': False}, 'substitutes': {'in': 1, 'out': 0, 'bench': 13}, 'shots': {'total': 3, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 105, 'key': None, 'accuracy': 22}, 'tackles': {'total': 3, 'blocks': 1, 'interceptions': 3}, 'duels': {'total': 22, 'won': 12}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': 1, 'committed': 2}, 'cards': {'yellow': 3, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10050,J. Carli,Mauro Joel,Carli,37,1986-10-19,Mar del Plata,Argentina,Argentina,191 cm,89 kg,False,https://media.api-sports.io/football/players/10050.png
"[{'team': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Defender', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 15}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10090,Dedé,Anderson,Vital da Silva,34,1988-07-01,Volta Redonda,Brazil,Brazil,193 cm,87 kg,False,https://media.api-sports.io/football/players/10090.png
"[{'team': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 33, 'lineups': 16, 'minutes': 1477, 'number': None, 'position': 'Midfielder', 'rating': '6.659259', 'captain': False}, 'substitutes': {'in': 17, 'out': 13, 'bench': 20}, 'shots': {'total': 26, 'on': 13}, 'goals': {'total': 3, 'conceded': 0, 'assists': 2, 'saves': None}, 'passes': {'total': 385, 'key': 16, 'accuracy': 11}, 'tackles': {'total': 14, 'blocks': 1, 'interceptions': 4}, 'duels': {'total': 181, 'won': 73}, 'dribbles': {'attempts': 37, 'success': 15, 'past': None}, 'fouls': {'drawn': 17, 'committed': 14}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10094,Rodriguinho,Rodrigo Eduardo,Costa Marinho,35,1988-03-27,Natal,Brazil,Brazil,177 cm,68 kg,False,https://media.api-sports.io/football/players/10094.png
"[{'team': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 6, 'lineups': 1, 'minutes': 125, 'number': None, 'position': 'Attacker', 'rating': '6.666666', 'captain': False}, 'substitutes': {'in': 5, 'out': 1, 'bench': 8}, 'shots': {'total': 4, 'on': 2}, 'goals': {'total': 1, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 43, 'key': 1, 'accuracy': 5}, 'tackles': {'total': 1, 'blocks': None, 'interceptions': None}, 'duels': {'total': 15, 'won': 7}, 'dribbles': {'attempts': 4, 'success': 3, 'past': None}, 'fouls': {'drawn': None, 'committed': 2}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10104,Frederico Chaves Guedes,Frederico,Chaves Guedes,39,1983-10-03,Teófilo Otoni,Brazil,Brazil,185 cm,91 kg,False,https://media.api-sports.io/football/players/10104.png
"[{'team': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 5, 'lineups': 5, 'minutes': 425, 'number': None, 'position': 'Goalkeeper', 'rating': '6.550000', 'captain': False}, 'substitutes': {'in': 0, 'out': 1, 'bench': 15}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 6, 'assists': None, 'saves': 8}, 'passes': {'total': 74, 'key': None, 'accuracy': 17}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}]",10151,Diego Alves,Diego,Alves Carreira,38,1985-06-24,Rio de Janeiro,Brazil,Brazil,190 cm,90 kg,False,https://media.api-sports.io/football/players/10151.png
"[{'team': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 19, 'lineups': 11, 'minutes': 880, 'number': None, 'position': 'Midfielder', 'rating': '6.700000', 'captain': False}, 'substitutes': {'in': 8, 'out': 7, 'bench': 23}, 'shots': {'total': 2, 'on': 1}, 'goals': {'total': 1, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 526, 'key': 5, 'accuracy': 27}, 'tackles': {'total': 19, 'blocks': 5, 'interceptions': 9}, 'duels': {'total': 97, 'won': 53}, 'dribbles': {'attempts': 11, 'success': 11, 'past': None}, 'fouls': {'drawn': 17, 'committed': 17}, 'cards': {'yellow': 3, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10171,Diego,Diego,Ribas da Cunha,37,1985-02-28,Ribeirão Preto,Brazil,Brazil,174 cm,78 kg,False,https://media.api-sports.io/football/players/10171.png
"[{'team': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': None, 'lineups': None, 'minutes': None, 'number': None, 'position': 'Midfielder', 'rating': None, 'captain': False}, 'substitutes': {'in': None, 'out': None, 'bench': None}, 'shots': {'total': None, 'on': None}, 'goals': {'total': None, 'conceded': None, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': None, 'yellowred': None, 'red': None}, 'penalty': {'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}}]",10277,Edinho,Edimo,Ferreira Campos,39,1983-01-15,Niterói,Brazil,Brazil,183 cm,83 kg,False,https://media.api-sports.io/football/players/10277.png
"[{'team': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Defender', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 3}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10301,Matheus Ferraz,Matheus,Ferraz Pereira,37,1985-02-12,São José do Rio Pardo,Brazil,Brazil,187 cm,83 kg,False,https://media.api-sports.io/football/players/10301.png
"[{'team': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 1, 'lineups': 1, 'minutes': 72, 'number': None, 'position': 'Midfielder', 'rating': '7.700000', 'captain': False}, 'substitutes': {'in': 0, 'out': 1, 'bench': 0}, 'shots': {'total': 1, 'on': 1}, 'goals': {'total': 1, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 56, 'key': 3, 'accuracy': 44}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': 6, 'won': 2}, 'dribbles': {'attempts': 1, 'success': 1, 'past': None}, 'fouls': {'drawn': 1, 'committed': None}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10391,A. D&apos;Alessandro,Andrés Nicolás,D'Alessandro,41,1981-04-15,Buenos Aires,Argentina,Argentina,174 cm,68 kg,False,https://media.api-sports.io/football/players/10391.png
"[{'team': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 13, 'lineups': 13, 'minutes': 1170, 'number': None, 'position': 'Goalkeeper', 'rating': '6.891666', 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 24}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 18, 'assists': None, 'saves': 39}, 'passes': {'total': 237, 'key': None, 'accuracy': 12}, 'tackles': {'total': None, 'blocks': None, 'interceptions': 1}, 'duels': {'total': 7, 'won': 6}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': 1}, 'cards': {'yellow': 2, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}]",10410,Marcelo Boeck,Marcelo,Boeck,38,1984-11-28,Vera Cruz,Brazil,Brazil,190 cm,89 kg,False,https://media.api-sports.io/football/players/10410.png
"[{'team': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 17, 'lineups': 10, 'minutes': 733, 'number': None, 'position': 'Attacker', 'rating': '6.592857', 'captain': False}, 'substitutes': {'in': 7, 'out': 10, 'bench': 14}, 'shots': {'total': 7, 'on': 3}, 'goals': {'total': 3, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 112, 'key': 1, 'accuracy': 5}, 'tackles': {'total': 1, 'blocks': None, 'interceptions': 2}, 'duels': {'total': 85, 'won': 31}, 'dribbles': {'attempts': 15, 'success': 5, 'past': None}, 'fouls': {'drawn': 15, 'committed': 11}, 'cards': {'yellow': 2, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10505,André Felipe,André Felipe,Ribeiro de Souza,33,1990-09-27,Cabo Frio,Brazil,Brazil,184 cm,77 kg,False,https://media.api-sports.io/football/players/10505.png
"[{'team': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 2, 'lineups': 2, 'minutes': 165, 'number': None, 'position': 'Defender', 'rating': '6.600000', 'captain': False}, 'substitutes': {'in': 0, 'out': 1, 'bench': 3}, 'shots': {'total': 3, 'on': 2}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 38, 'key': None, 'accuracy': 14}, 'tackles': {'total': 1, 'blocks': 1, 'interceptions': 5}, 'duels': {'total': 8, 'won': 6}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': 1}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",44481,Renato Chávez,Renato,de Araújo Chávez Júnior,32,1990-05-04,São Paulo,Brazil,Brazil,185 cm,79 kg,False,https://media.api-sports.io/football/players/44481.png
"[{'team': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 7, 'lineups': 2, 'minutes': 203, 'number': None, 'position': 'Midfielder', 'rating': '6.557142', 'captain': False}, 'substitutes': {'in': 5, 'out': 2, 'bench': 9}, 'shots': {'total': 3, 'on': 2}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 72, 'key': 1, 'accuracy': 6}, 'tackles': {'total': 1, 'blocks': None, 'interceptions': 6}, 'duels': {'total': 20, 'won': 11}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': 6, 'committed': 4}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",50571,Diego Rigonato,Diego,Rigonato Rodrigues,34,1988-03-09,Sao Paulo,Brazil,Brazil,175 cm,76 kg,False,https://media.api-sports.io/football/players/50571.png
"[{'team': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Defender', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 1}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",140451,Alexandre Melo,Alexandre,Melo Ribeiro da Silva,24,1999-02-11,Rio de Janeiro,Brazil,Brazil,180 cm,80 kg,False,https://media.api-sports.io/football/players/140451.png
"[{'team': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 10, 'lineups': 8, 'minutes': 636, 'number': None, 'position': 'Defender', 'rating': '7.150000', 'captain': False}, 'substitutes': {'in': 2, 'out': 3, 'bench': 19}, 'shots': {'total': 2, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 511, 'key': 8, 'accuracy': 48}, 'tackles': {'total': 20, 'blocks': 1, 'interceptions': 10}, 'duels': {'total': 57, 'won': 37}, 'dribbles': {'attempts': 8, 'success': 5, 'past': None}, 'fouls': {'drawn': 10, 'committed': 7}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",34,Filipe Luís,Filipe Luís,Kasmirski,38,1985-08-09,Jaraguá do Sul,Brazil,Brazil,181 cm,77 kg,False,https://media.api-sports.io/football/players/34.png
"[{'team': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 4, 'lineups': 4, 'minutes': 294, 'number': None, 'position': 'Defender', 'rating': '6.550000', 'captain': False}, 'substitutes': {'in': 0, 'out': 2, 'bench': 4}, 'shots': {'total': 2, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 72, 'key': None, 'accuracy': 14}, 'tackles': {'total': 3, 'blocks': 1, 'interceptions': 6}, 'duels': {'total': 20, 'won': 11}, 'dribbles': {'attempts': 2, 'success': 1, 'past': None}, 'fouls': {'drawn': 2, 'committed': 1}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",1562,Sidnei,Sidnei,Rechel da Silva Júnior,34,1989-08-23,Alegrete,Brazil,Brazil,185 cm,80 kg,False,https://media.api-sports.io/football/players/1562.png
"[{'team': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 15, 'lineups': 10, 'minutes': 941, 'number': None, 'position': 'Defender', 'rating': '6.909090', 'captain': False}, 'substitutes': {'in': 5, 'out': 1, 'bench': 26}, 'shots': {'total': 3, 'on': 1}, 'goals': {'total': 1, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 607, 'key': 1, 'accuracy': 53}, 'tackles': {'total': 9, 'blocks': 5, 'interceptions': 10}, 'duels': {'total': 58, 'won': 37}, 'dribbles': {'attempts': 1, 'success': 1, 'past': None}, 'fouls': {'drawn': 5, 'committed': 8}, 'cards': {'yellow': 2, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",9863,Réver,Réver Humberto,Alves de Araújo,38,1985-01-04,Ariranha,Brazil,Brazil,192 cm,85 kg,False,https://media.api-sports.io/football/players/9863.png
"[{'team': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 22, 'lineups': 17, 'minutes': 1567, 'number': None, 'position': 'Defender', 'rating': '6.750000', 'captain': False}, 'substitutes': {'in': 5, 'out': 5, 'bench': 17}, 'shots': {'total': 5, 'on': 4}, 'goals': {'total': 3, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 843, 'key': 5, 'accuracy': 40}, 'tackles': {'total': 16, 'blocks': 5, 'interceptions': 13}, 'duels': {'total': 100, 'won': 54}, 'dribbles': {'attempts': 6, 'success': 2, 'past': None}, 'fouls': {'drawn': 12, 'committed': 9}, 'cards': {'yellow': 4, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 1, 'missed': 0, 'saved': None}}]",9876,Fábio Santos,Fábio,Santos Romeu,38,1985-09-16,São Paulo,Brazil,Brazil,179 cm,76 kg,False,https://media.api-sports.io/football/players/9876.png
"[{'team': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 7, 'lineups': 3, 'minutes': 278, 'number': None, 'position': 'Attacker', 'rating': '6.533333', 'captain': False}, 'substitutes': {'in': 4, 'out': 3, 'bench': 12}, 'shots': {'total': 6, 'on': 2}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 46, 'key': 3, 'accuracy': 5}, 'tackles': {'total': 5, 'blocks': None, 'interceptions': 2}, 'duels': {'total': 37, 'won': 14}, 'dribbles': {'attempts': 4, 'success': 1, 'past': None}, 'fouls': {'drawn': 2, 'committed': 5}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10005,J. Copete,Jonathan,Copete Valencia,36,1988-01-23,Cali,Colombia,Colombia,187 cm,78 kg,False,https://media.api-sports.io/football/players/10005.png
"[{'team': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 2, 'lineups': 2, 'minutes': 180, 'number': None, 'position': 'Goalkeeper', 'rating': '7.000000', 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 5}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 2, 'assists': None, 'saves': 8}, 'passes': {'total': 51, 'key': None, 'accuracy': 15}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': 1, 'won': 1}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': 1, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}, {'team': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 2, 'lineups': 2, 'minutes': 180, 'number': None, 'position': 'Goalkeeper', 'rating': '7.000000', 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 10}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 2, 'assists': None, 'saves': 8}, 'passes': {'total': 51, 'key': None, 'accuracy': 15}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': 1, 'won': 1}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': 1, 'committed': None}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}]",10047,Diego Loureiro,Diego,Terra Loureiro,25,1998-07-28,Rio de Janeiro,Brazil,Brazil,190 cm,90 kg,False,https://media.api-sports.io/football/players/10047.png
